id,title,venue_name,venue_ids,author
meta:br/06101332460 doi:10.1038/ncomms5751,Solution-state Conformation And Stoichiometry Of Yeast Sir3 Heterochromatin Fibres,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Swygert, Sarah G.; Manning, Benjamin J.; Senapati, Subhadip; Kaur, Parminder; Lindsay, Stuart; Demeler, Borries; Peterson, Craig L."
meta:br/06101332622 doi:10.1016/j.molcel.2015.01.017,Molecular Architecture Of 4E-BP Translational Inhibitors Bound To eIF4E,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Peter, Daniel; Igreja, Cátia; Weber, Ramona; Wohlbold, Lara; Weiler, Catrin; Ebertsch, Linda; Weichenrieder, Oliver; Izaurralde, Elisa"
meta:br/06101332314 doi:10.1038/ncomms5862,Massive Outbreaks Of Noctiluca Scintillans Blooms In The Arabian Sea Due To Spread Of Hypoxia,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Do Rosário Gomes, Helga; Goes, Joaquim I.; Matondkar, S. G. P.; Buskey, Edward J.; Basu, Subhajit; Parab, Sushma; Thoppil, Prasad"
meta:br/06101332123 doi:10.1038/ncomms6054,Haematopoietic Focal Adhesion Kinase Deficiency Alters Haematopoietic Homeostasis To Drive Tumour Metastasis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Batista, Silvia; Maniati, Eleni; Reynolds, Louise E.; Tavora, Bernardo; Lees, Delphine M.; Fernandez, Isabelle; Elia, George; Casanovas, Oriol; Lo Celso, Cristina; Hagemann, Thorsten; Hodivala-Dilke, Kairbaan"
meta:br/06101332042 doi:10.1038/ncomms6174,Chiral Magnetism And Spontaneous Spin Hall Effect Of Interacting Bose Superfluids,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Li, Xiaopeng; Natu, Stefan S.; Paramekanti, Arun; Das Sarma, Sankar"
meta:br/06101332254 doi:10.1038/ncomms5973,Hierarchically Porous Carbons With Optimized Nitrogen Doping As Highly Active Electrocatalysts For Oxygen Reduction,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Liang, Hai-Wei; Zhuang, Xiaodong; Brüller, Sebastian; Feng, Xinliang; Müllen, Klaus"
meta:br/06101332780 doi:10.1016/j.molcel.2014.08.011,A Global Regulatory Mechanism For Activating An Exon Network Required For Neurogenesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Raj, Bushra; Irimia, Manuel; Braunschweig, Ulrich; Sterne-Weiler, Timothy; O’Hanlon, Dave; Lin, Zhen-Yuan; Chen, Ginny I.; Easton, Laura E.; Ule, Jernej; Gingras, Anne-Claude; Eyras, Eduardo; Blencowe, Benjamin J."
meta:br/06101332759 doi:10.1016/j.molcel.2014.09.004,MicroRNAs Block Assembly Of eIF4F Translation Initiation Complex In Drosophila,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Fukaya, Takashi; Iwakawa, Hiro-oki; Tomari, Yukihide"
meta:br/06101332941 doi:10.1016/j.molcel.2014.03.015,XPF-ERCC1 Acts In Unhooking DNA Interstrand Crosslinks In Cooperation With FANCD2 And FANCP/SLX4,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Klein Douwel, Daisy; Boonen, Rick A.C.M.; Long, David T; Szypowska, Anna A.; Räschle, Markus; Walter, Johannes C; Knipscheer, Puck"
meta:br/06101332483 doi:10.1038/ncomms5706,Autophagic Degradation Of The Inhibitory P53 Isoform Δ133p53α As A Regulatory Mechanism For P53-Mediated Senescence,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Horikawa, Izumi; Fujita, Kaori; Jenkins, Lisa M Miller; Hiyoshi, Yukiharu; Mondal, Abdul M.; Vojtesek, Borivoj; Lane, David P; Appella, Ettore; Harris, Curtis C."
meta:br/06101332558 doi:10.1016/j.molcel.2015.03.011,PTEN Functions By Recruitment To Cytoplasmic Vesicles,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Naguib, Adam; Bencze, Gyula; Cho, Hyejin; Zheng, Wu; Tocilj, Ante; Elkayam, Elad; Faehnle, Christopher R.; Jaber, Nadia; Pratt, Christopher P.; Chen, Muhan; Zong, Wei-Xing; Marks, Michael S.; Joshua-Tor, Leemor; Pappin, Darryl J.; Trotman, Lloyd C."
meta:br/06101332074 doi:10.1038/ncomms6143,Few-layer Molybdenum Disulfide Transistors And Circuits For High-Speed Flexible Electronics,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Cheng, Rui; Jiang, Shan; Chen, Yu; Liu, Yuan; Weiss, Nathan; Cheng, Hung-Chieh; Wu, Hao; Huang, Yu; Duan, Xiangfeng"
meta:br/06101332981 doi:10.1016/j.molcel.2014.02.014,"Nucleosomes Are Context-Specific, H2A.Z-Modulated Barriers To RNA Polymerase",Molecular Cell,meta:br/0623032125 issn:1097-2765,"Weber, Christopher M; Ramachandran, Srinivas; Henikoff, Steven"
meta:br/06101332602 doi:10.1016/j.molcel.2015.02.025,Structural Plasticity Allows UCH37 To Be Primed By RPN13 Or Locked Down By INO80G,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Chen, Xiang; Walters, Kylie J."
meta:br/06101332081 doi:10.1038/ncomms6079,Quantification Of Plasma HIV RNA Using Chemically Engineered Peptide Nucleic Acids,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhao, Chao; Hoppe, Travis; Setty, Mohan Kumar Haleyur Giri; Murray, Danielle; Chun, Tae-Wook; Hewlett, Indira; Appella, Daniel H."
meta:br/06101332289 doi:10.1038/ncomms5858,A Sequence Variant In Human KALRN Impairs Protein Function And Coincides With Reduced Cortical Thickness,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Russell, Theron A.; Blizinsky, Katherine D.; Cobia, Derin; Cahill, Michael E; Xie, Zhong; Sweet, Robert A.; Duan, Jubao; Gejman, Pablo V.; Wang, Lei; Csernansky, John G.; Penzes, Peter"
meta:br/06101332965 doi:10.1016/j.molcel.2014.02.027,Deep Sequencing Shows Multiple Oligouridylations Are Required For 3′ To 5′ Degradation Of Histone mRNAs On Polyribosomes,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Slevin, Michael K.; Meaux, Stacie; Welch, Joshua D.; Bigler, Rebecca; Miliani De Marval, Paula L.; Su, Wei; Rhoads, Robert E.; Prins, Jan F.; Marzluff, William F."
meta:br/06101332009 doi:10.1038/ncomms6172,Host–parasite Network Structure Is Associated With Community-Level Immunogenetic Diversity,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Pilosof, Shai; Fortuna, Miguel A; Cosson, Jean-François; Galan, Maxime; Kittipong, Chaisiri; Ribas, Alexis; Segal, Eran; Krasnov, Boris R.; Morand, Serge; Bascompte, Jordi"
meta:br/06101332946 doi:10.1016/j.molcel.2014.03.018,Molecular Basis And Regulation Of OTULIN-LUBAC Interaction,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Elliott, Paul R; Nielsen, Sofie V.; Marco-Casanova, Paola; Fiil, Berthe Katrine; Keusekotten, Kirstin; Mailand, Niels; Freund, Stefan M.V.; Gyrd-Hansen, Mads; Komander, David"
meta:br/06101332714 doi:10.1016/j.molcel.2014.10.017,Specificity In Circadian Clock Feedback From Targeted Reconstitution Of The NuRD Corepressor,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kim, Jin Young; Kwak, Pieter Bas; Weitz, Charles J."
meta:br/06101332215 doi:10.1038/ncomms5938,Epidermal Photonic Devices For Quantitative Imaging Of Temperature And Thermal Transport Characteristics Of The Skin,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Gao, Li; Zhang, Yihui; Malyarchuk, Viktor; Jia, Lin; Jang, Kyung-In; Chad Webb, R; Fu, Haoran; Shi, Yan; Zhou, Guoyan; Shi, Luke; Shah, Deesha; Huang, Xian; Xu, Baoxing; Yu, Cunjiang; Huang, Yonggang; Rogers, John A."
meta:br/06101332997 doi:10.1016/j.molcel.2014.02.008,Cyclin-Dependent Kinase 6 Is A Chromatin-Bound Cofactor For NF-κB-Dependent Gene Expression,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Handschick, Katja; Beuerlein, Knut; Jurida, Liane; Bartkuhn, Marek; Müller, Helmut; Soelch, Johanna; Weber, Axel; Dittrich-Breiholz, Oliver; Schneider, Heike; Scharfe, Maren; Jarek, Michael; Stellzig, Julia; Schmitz, M. Lienhard; Kracht, Michael"
meta:br/06101332130 doi:10.1038/ncomms6057,Dendritic Cell-Mediated Survival Signals In Eμ-Myc B-cell Lymphoma Depend On The Transcription Factor C/EBPβ,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Rehm, Armin; Gätjen, Marcel; Gerlach, Kerstin; Scholz, Florian; Mensen, Angela; Gloger, Marleen; Heinig, Kristina; Lamprecht, Björn; Mathas, Stephan; Bégay, Valérie; Leutz, Achim; Lipp, Martin; Dörken, Bernd; Höpken, Uta E."
meta:br/06101332338 doi:10.1038/ncomms5840,Highly Efficient Inverted Polymer Light-Emitting Diodes Using Surface Modifications Of ZnO Layer,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lee, Bo Ram; Jung, Eui Dae; Park, Ji Sun; Nam, Yun Seok; Min, Sa Hoon; Kim, Byeong-Su; Lee, Kyung-Min; Jeong, Jong-Ryul; Friend, Richard; Kim, Ji-Seon; Kim, Sang Ouk; Song, Myoung Hoon"
meta:br/06101332601 doi:10.1016/j.molcel.2015.01.036,Viral Pseudo-Enzymes Activate RIG-I Via Deamidation To Evade Cytokine Production,Molecular Cell,meta:br/0623032125 issn:1097-2765,"He, Shanping; Zhao, Jun; Song, Shanshan; He, Xiaojing; Minassian, Arlet; Zhou, Yu; Zhang, Junjie; Brulois, Kevin; Wang, Yuqi; Cabo, Jackson; Zandi, Ebrahim; Liang, Chengyu; Jung, Jae U.; Zhang, Xuewu; Feng, Pinghui"
meta:br/06101332429 doi:10.1038/ncomms5781,Selective Metal Deposition At Graphene Line Defects By Atomic Layer Deposition,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Kim, Kwanpyo; Lee, Han-Bo-Ram; Johnson, Richard W.; Tanskanen, Jukka T.; Liu, Nan; Kim, Myung-Gil; Pang, Changhyun; Ahn, Chiyui; Bent, Stacey F.; Bao, Zhenan"
meta:br/06101332887 doi:10.1016/j.molcel.2014.04.014,Mitotic Wnt Signaling Promotes Protein Stabilization And Regulates Cell Size,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Acebron, Sergio P.; Karaulanov, Emil; Berger, Birgit S.; Huang, Ya-Lin; Niehrs, Christof"
meta:br/06101332534 doi:10.1016/j.molcel.2015.03.028,"Rapid Mitogenic Regulation Of The mTORC1 Inhibitor, DEPTOR, By Phosphatidic Acid",Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yoon, Mee-Sup; Rosenberger, Christina L.; Wu, Cong; Truong, Nga; Sweedler, Jonathan; Chen, Jie"
meta:br/06101332162 doi:10.1038/ncomms5907,Dynamic GATA4 Enhancers Shape The Chromatin Landscape Central To Heart Development And Disease,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"He, Aibin; Gu, Fei; Hu, Yong; Ma, Qing; Yi Ye, Lillian; Akiyama, Jennifer A.; Visel, Axel; Pennacchio, Len A; Pu, William T"
meta:br/06101332632 doi:10.1016/j.molcel.2015.01.014,Inhibition Of Pro-Apoptotic BAX By A Noncanonical Interaction Mechanism,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Barclay, Lauren A.; Wales, Thomas E.; Garner, Thomas P.; Wachter, Franziska; Lee, Susan; Guerra, Rachel M.; Stewart, Michelle L.; Braun, Craig R.; Bird, Gregory H.; Gavathiotis, Evripidis; Engen, John R; Walensky, Loren D."
meta:br/06101332912 doi:10.1016/j.molcel.2014.03.032,Quiescence-Induced LncRNAs Trigger H4K20 Trimethylation And Transcriptional Silencing,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Bierhoff, Holger; Dammert, Marcel Andre; Brocks, David; Dambacher, Silvia; Schotta, Gunnar; Grummt, Ingrid"
meta:br/06101332437 doi:10.1038/ncomms5735,ArhGAP30 Promotes P53 Acetylation And Function In Colorectal Cancer,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Jilin; Qian, Jin; Hu, Ye; Kong, Xuan; Chen, Haoyan; Shi, Qinghua; Jiang, Long; Wu, Chenming; Zou, Weiping; Chen, Yingxuan; Xu, Jie; Fang, Jing-Yuan"
meta:br/06101332793 doi:10.1016/j.molcel.2014.07.017,A MicroRNA Precursor Surveillance System In Quality Control Of MicroRNA Synthesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Liu, Xuhang; Zheng, Qi; Vrettos, Nicholas; Maragkakis, Manolis; Alexiou, Pangiotis; Gregory, Brian D.; Mourelatos, Zissimos"
meta:br/06101332027 doi:10.1038/ncomms6182,Parkin Regulates Kainate Receptors By Interacting With The GluK2 Subunit,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Maraschi, AnnaMaria; Ciammola, Andrea; Folci, Alessandra; Sassone, Francesca; Ronzitti, Giuseppe; Cappelletti, Graziella; Silani, Vincenzo; Sato, Shigeto; Hattori, Nobutaka; Mazzanti, Michele; Chieregatti, Evelina; Mulle, Christophe; Passafaro, Maria; Sassone, Jenny"
meta:br/06101332019 doi:10.1038/ncomms6197,Missing Driver In The Sun–Earth Connection From Energetic Electron Precipitation Impacts Mesospheric Ozone,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Andersson, M. E.; Verronen, Pekka; Rodger, Craig; Clilverd, M. A.; Seppälä, Annika"
meta:br/06101332932 doi:10.1016/j.molcel.2014.02.034,A Regulatory Signaling Loop Comprising The PGAM5 Phosphatase And CK2 Controls Receptor-Mediated Mitophagy,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Chen, Guo; Han, Zhe; Feng, Du; Chen, Yanfang; Chen, Linbo; Wu, Hao; Huang, Li; Zhou, Changqian; Cai, Xiangyu; Fu, Changying; Duan, Liangwei; Wang, Xiaohui; Liu, Lei; Liu, Xinqi; Shen, Yuequan; Zhu, Yushan; Chen, Quan"
meta:br/06101332129 doi:10.1038/ncomms6098,Jumonji Demethylases Moderate Precocious Flowering At Elevated Temperature Via Regulation Of FLC In Arabidopsis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Gan, Eng-Seng; Xu, Yifeng; Wong, Jie-Yun; Geraldine Goh, Jessamine; Sun, Bo; Wee, Wan-Yi; Huang, Jiangbo; Ito, Toshiro"
meta:br/06101332125 doi:10.1038/ncomms6055,A Random Six-Phase Switch Regulates Pneumococcal Virulence Via Global Epigenetic Changes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Manso, Ana Sousa; Chai, Melissa H.; Atack, John M.; Furi, Leonardo; De Ste Croix, Megan; Haigh, Richard; Trappetti, Claudia; Ogunniyi, Abiodun David; Shewell, Lucy K.; Boitano, Matthew; Clark, Tyson; Korlach, Jonas; Blades, Matthew; Mirkes, Evgeny; Gorban, Alexander; Paton, James C.; Jennings, M P; Oggioni, Marco"
meta:br/06101332583 doi:10.1016/j.molcel.2015.02.011,TopBP1 Stabilizes BLM Protein To Suppress Sister Chromatid Exchange,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Wang, Jiadong; Chen, Junjie; Gong, Zihua"
meta:br/06101332819 doi:10.1016/j.molcel.2014.06.029,Dynamic Heterogeneity And DNA Methylation In Embryonic Stem Cells,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Singer, Zakary S.; Yong, John; Tischler, Julia; Hackett, Jamie A; Altinok, Alphan; Surani, M. Azim; Cai, Long; Elowitz, Michael B."
meta:br/06101332742 doi:10.1016/j.molcel.2014.09.026,A Role For The Mitochondrial Pyruvate Carrier As A Repressor Of The Warburg Effect And Colon Cancer Cell Growth,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Schell, John C.; Olson, Kristofor; Jiang, Lei; Hawkins, Amy J.; Van Vranken, Jonathan G.; Xie, Jianxin; Egnatchik, Robert A.; Earl, Espen G.; DeBerardinis, Ralph J.; Rutter, Jared"
meta:br/06101332184 doi:10.1038/ncomms5929,Flutter-driven Triboelectrification For Harvesting Wind Energy,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bae, Jihyun; Lee, Jeongsu; Kim, SeongMin; Ha, Jaewook; Lee, Byoung-Sun; Park, YoungJun; Choong, Chweelin; Kim, Jin-Baek; Wang, Z.L; Kim, Ho-Young; Park, Jong-Jin; Chung, U-In"
meta:br/06101332349 doi:10.1038/ncomms5837,Evidence Of Stranski–Krastanov Growth At The Initial Stage Of Atmospheric Water Condensation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Song, Jie; Li, Qiang; Wang, Xiaofeng; Li, Jingyuan; Zhang, Shuai; Kjems, Jørgen; Besenbacher, Flemming; Dong, Mingdong"
meta:br/06101332043 doi:10.1038/ncomms6225,The Mediator Subunit Med23 Contributes To Controlling T-cell Activation And Prevents Autoimmunity,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sun, Yang; Zhu, Xiaoyan; Chen, Xufeng; Liu, Haifeng; Xu, Yu; Chu, Yajing; Wang, Gang; Liu, Xiaolong"
meta:br/06101332600 doi:10.1016/j.molcel.2015.01.028,Two Distinct DNA Binding Modes Guide Dual Roles Of A CRISPR-Cas Protein Complex,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Blosser, Timothy R.; Loeff, Luuk; Westra, Edze R.; Vlot, Marnix; Künne, Tim; Sobota, Małgorzata; Dekker, Cees; Brouns, Stan Jj; Joo, Chirlmin"
meta:br/06101332829 doi:10.1016/j.molcel.2014.06.011,Noncoding Transcription By Alternative RNA Polymerases Dynamically Regulates An Auxin-Driven Chromatin Loop,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Ariel, Federico; Jegu, Teddy; Latrasse, David; Romero-Barrios, Natali; Christ, Aurélie; Benhamed, Moussa; Crespi, Martin"
meta:br/06101332406 doi:10.1038/ncomms5573,PPARα-UGT Axis Activation Represses Intestinal FXR-FGF15 Feedback Signalling And Exacerbates Experimental Colitis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhou, Xueyan; Cao, Lijuan; Jiang, Changtao; Xie, Yang; Cheng, Xuefang; Krausz, Kristopher W.; Qi, Yunpeng; Sun, Lu; Shah, Yatrik M.; Gonzalez, Frank J.; Wang, Guangji; Hao, Haiping"
meta:br/06101332669 doi:10.1016/j.molcel.2014.12.005,Cold-Inducible Zfp516 Activates UCP1 Transcription To Promote Browning Of White Fat And Development Of Brown Fat,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Dempersmier, Jon; Sambeat, Audrey; Gulyaeva, Olga; Paul, Sarah M.; Hudak, Carolyn S.S.; Raposo, Helena F.; Kwan, Hiu Yee; Kang, Chulho; Wong, Roger H.F.; Sul, Hei Sook"
meta:br/06101332280 doi:10.1038/ncomms5939,Humans Display A ‘Cooperative Phenotype’ That Is Domain General And Temporally Stable,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Peysakhovich, Alexander; Nowak, Martin A.; Rand, David"
meta:br/06101332029 doi:10.1038/ncomms6247,Enhanced Acoustic Sensing Through Wave Compression And Pressure Amplification In Anisotropic Metamaterials,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chen, Yongyao; Liu, Haijun; Reilly, Michael; Bae, Hyungdae; Yu, Miao"
meta:br/06101332921 doi:10.1016/j.molcel.2014.03.034,A DDX6-CNOT1 Complex And W-Binding Pockets In CNOT9 Reveal Direct Links Between miRNA Target Recognition And Silencing,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Chen, Ying; Boland, Andreas; Kuzuoğlu-Öztürk, Duygu; Bawankar, Praveen; Loh, Belinda; Chang, Chung-Te; Weichenrieder, Oliver; Izaurralde, Elisa"
meta:br/06101332231 doi:10.1038/ncomms5924,Glucose Substitution Prolongs Maintenance Of Energy Homeostasis And Lifespan Of Telomere Dysfunctional Mice,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Missios, Pavlos; Zhou, Yuan; Guachalla, Luis Miguel; Von Figura, Guido; Wegner, Andre; Chakkarappan, Sundaram Reddy; Binz, Tina; Gompf, Anne; Hartleben, Götz; Burkhalter, Martin D; Wulff, Veronika; Günes, Cagatay; Wang-Sattler, Rui; Song, Zhangfa; Illig, Thomas; Klaus, Susanne; Böhm, Bernhard O.; Wenz, Tina; Hiller, Karsten; Rudolph, K. Lenhard"
meta:br/06101332433 doi:10.1038/ncomms5775,Efficient Photoelectrochemical Hydrogen Production From Bismuth Vanadate-Decorated Tungsten Trioxide Helix Nanostructures,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Shi, Xinjian; Choi, Il Yong; Zhang, Kan; Kwon, Jeong; Kim, Dong Yeong; Lee, Ja Kyung; Oh, Sang Ho; Kim, Jong Kyu; Park, Jong Hyeok"
meta:br/06101332655 doi:10.1016/j.molcel.2014.12.025,The Bacterial Curli System Possesses A Potent And Selective Inhibitor Of Amyloid Formation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Evans, Margery L.; Chorell, Erik; Taylor, Jonathan D.; Åden, Jörgen; Götheson, Anna; Li, Fei; Koch, Marion; Sefer, Lea; Matthews, S.J; Wittung-Stafshede, Pernilla; Almqvist, Fredrik; Chapman, Matthew"
meta:br/06101332576 doi:10.1016/j.molcel.2012.12.017,Dual Roles For PARP1 During Heat Shock: Transcriptional Activator And Posttranscriptional Inhibitor Of Gene Expression,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Vyas, Sejal; Chang, Paul"
meta:br/06101332234 doi:10.1038/ncomms5974,In Vivo Single-Molecule Imaging Identifies Altered Dynamics Of Calcium Channels In Dystrophin-Mutant C. Elegans,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhan, Hong; Stanciauskas, Ramunas; Stigloher, Christian; Keomanee-Dizon, Kevin; Jospin, Maëlle; Bessereau, Jean-Louis; Pinaud, Fabien"
meta:br/06101332992 doi:10.1016/j.molcel.2014.01.029,The Breast Cancer Oncogene EMSY Represses Transcription Of Antimetastatic microRNA miR-31,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Viré, Emmanuelle; Curtis, Christina; Davalos, Veronica; Git, Anna; Robson, Samuel; Villanueva, Alberto; Vidal, August; Barbieri, Isaia; Aparicio, Samuel; Esteller, Manel; Caldas, Carlos; Kouzarides, Tony"
meta:br/06101332179 doi:10.1038/ncomms6043,Termination Chemistry-Driven Dislocation Structure At SrTiO3/MgO Heterointerfaces,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Dholabhai, Pratik P.; Pilania, Ghanshyam; Aguiar, Jeffery; Misra, Amit; Uberuaga, Blas Pedro"
meta:br/06101332812 doi:10.1016/j.molcel.2014.06.033,Multiple Functions For Mcm2–7 ATPase Motifs During Replication Initiation,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kang, Sukhyun; Warner, Megan D.; Bell, Stephen P."
meta:br/06101332524 doi:10.1038/ncomms5625,Bright And Fast Multicoloured Voltage Reporters Via Electrochromic FRET,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zou, Peng; Zhao, Yongxin; Douglass, Adam D.; Hochbaum, Daniel R; Brinks, Daan; Werley, Christopher A.; Harrison, D. Jed; Campbell, Robert E; Cohen, Adam E."
meta:br/06101332561 doi:10.1016/j.molcel.2015.03.006,HOTAIR Forms An Intricate And Modular Secondary Structure,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Somarowthu, Srinivas; Legiewicz, Michal; Chillón, Isabel; Marcia, Marco; Liu, Fei; Pyle, Anna Marie"
meta:br/06101332384 doi:10.1038/ncomms5830,Fibroblast Growth Factor Signalling Controls Nervous System Patterning And Pigment Cell Formation In Ciona Intestinalis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Racioppi, Claudia; Kamal, Ashwani K.; Razy-Krajka, Florian; Gambardella, Gennaro; Zanetti, Laura; Di Bernardo, Diego; Sanges, Remo; Christiaen, Lionel; Ristoratore, Filomena"
meta:br/06101332031 doi:10.1038/ncomms6166,Inflammation-driven Carcinogenesis Is Mediated Through STING,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ahn, Jeonghyun; Xia, Tianli; Konno, Hiroyasu; Konno, Keiko; Ruiz, Phillip; Barber, Glen N."
meta:br/06101332762 doi:10.1016/j.molcel.2014.09.015,GET Two For One,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Girstmair, Hannah; Buchner, Johannes"
meta:br/06101332188 doi:10.1038/ncomms6047,Dichotomy Of The Electronic Structure And Superconductivity Between Single-Layer And Double-Layer FeSe/SrTiO3 Films,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Liu, Xu; Liu, Defa; Zhang, Wenhao; He, Junfeng; Zhao, Lin; He, Shaolong; Mou, Daixiang; Li, Fangsen; Tang, Chenjia; Li, Zhi; Wang, Lili; Peng, Yingying; Liu, Yan; Chen, Chaoyu; Yu, Li; Liu, Guodong; Dong, Xiaoli; Zhang, Jun; Chen, Chuangtian; Xu, Zuyan; Chen, Xi; Ma, Xucun; Xue, Qikun; Zhou, X. J."
meta:br/06101332520 doi:10.1038/ncomms5693,Interface-induced Nonswitchable Domains In Ferroelectric Thin Films,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Han, Myung-Geun; Marshall, Matthew S.J.; Wu, Lijun; Schofield, Marvin A.; Aoki, Toshihiro; Twesten, Ray; Hoffman, Jason; Walker, Fred; Ahn, Charles H.; Zhu, Yimei"
meta:br/06101332464 doi:10.1038/ncomms5673,Observation Of Monolayer Valence Band Spin-Orbit Effect And Induced Quantum Well States In MoX2,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Alidoust, Nasser; Bian, Guang; Xu, Su-Yang; Sankar, Raman; Neupane, Madhab; Liu, Chang; Belopolski, Ilya; Qu, Dong-Xia; Denlinger, Jonathan D.; Chou, Fang-Cheng; Hasan, M. Zahid"
meta:br/06101332885 doi:10.1016/j.molcel.2014.04.023,PP2A-Mediated Regulation Of Ras Signaling In G2 Is Essential For Stable Quiescence And Normal G1 Length,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Naetar, Nana; Soundarapandian, Velmurugan; Litovchick, Larissa; Goguen, Kelsey L.; A. Sablina, Anna; Bowman-Colin, Christian; Sicinski, Piotr; Hahn, William C.; DeCaprio, James A.; Livingston, David M."
meta:br/06101332703 doi:10.1016/j.molcel.2014.11.018,P53 Mutations And Inflammation-Associated Cancer Are Linked Through TNF Signaling,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Cooks, Tomer; Harris, Curtis C."
